,names,main_category,keywords,ratings
639,캠프 보니파스,랜드마크,군사 기지 및 시설,4.78
640,오두산통일전망대,랜드마크,전망대 & 타워,4.58
641,덕수궁,랜드마크,역사적인 장소 즐길거리 & 랜드마크 건축물,4.61
642,부산불꽃축제,이벤트,특정 시즌 폭죽놀이,4.78
643,우리꽃 식물원,자연 / 공원,가든,4.76
644,여의도 공원,자연 / 공원,공원,4.68
645,전주동물원,동물원 & 수족관,동물원,4.4
646,세미원,자연 / 공원,가든 경관이 좋은 산책로,4.69
647,봉포해변,자연 / 공원,해변,4.75
648,인천공항 자기부상열차,교통편,대중교통 시스템,4.59
649,하슬라 아트 월드,박물관,전문 박물관,4.63
650,제이드가든 수목원,자연 / 공원,공원 가든,4.69
651,부천중앙공원,자연 / 공원,공원,4.74
652,해인사,랜드마크,역사적인 장소 신성한 & 종교적인 장소,4.74
653,제주 민속자연사 박물관,박물관,역사박물관,4.48
654,산사원,박물관,전문 박물관,4.82
655,화성행궁,랜드마크,역사적인 장소,4.56
656,부전시장,쇼핑,벼룩시장 & 재래시장,4.55
657,곽지해수욕장,자연 / 공원,해변,4.68
658,청평사,랜드마크,신성한 & 종교적인 장소,4.65
659,보성 녹차밭 대한 다원,자연 / 공원,산림 농장,4.69
660,한려 해상 국립공원,자연 / 공원,국립공원,4.75
661,석불사,랜드마크,즐길거리 & 랜드마크,4.74
662,보문사,랜드마크,신성한 & 종교적인 장소,4.67
663,태백산 국립공원,자연 / 공원,국립공원,4.77
664,동구릉,랜드마크,역사적인 장소,4.65
665,코리아인터내셔널스키스쿨,강좌 & 워크숍,스포츠 캠프 & 클리닉,4.95
666,동탄 센트럴 파크,자연 / 공원,공원,4.93
667,꽃지해수욕장,자연 / 공원,해변,4.45
668,태안해안 국립공원,자연 / 공원,국립공원,4.79
669,울산 대공원,자연 / 공원,공원,4.73
670,제주시 민속 오일시장,쇼핑,벼룩시장 & 재래시장,4.6
671,융릉과 건릉,랜드마크,역사적인 장소,4.61
672,부소산성,랜드마크,역사적인 장소,4.68
673,주문진항,랜드마크,부두 & 보드워크,4.52
674,파주 프리미엄 아울렛,쇼핑,팩토리 아울렛,4.46
675,원주 소금산 출렁다리,랜드마크,브리지,4.66
676,고수 동굴,자연 / 공원,동굴,4.59
677,대구 미술관,박물관,아트뮤지엄,4.72
678,학인당,랜드마크,즐길거리 & 랜드마크,4.72
679,올림픽 공원,즐길거리 / 게임,스포츠 컴플렉스 공원,4.68
680,소양강스카이워크,랜드마크,브리지 전망대 경관이 좋은 산책로,4.46
681,대구예술발전소,박물관,아트뮤지엄,4.69
682,안면도 자연휴양림,자연 / 공원,산림,4.75
683,속초중앙시장,쇼핑,벼룩시장 & 재래시장,4.59
684,비발디파크 오션월드,워터파크 & 놀이공원,테마 파크,4.54
685,거제 옥포대첩기념공원,자연 / 공원,공원,4.4
686,월악산국립공원,자연 / 공원,국립공원,4.71
687,동피랑마을,랜드마크,즐길거리 & 랜드마크,4.54
688,한려수도 조망 케이블카,교통편,전차,4.72
689,이천 도자기축제,이벤트,문화 이벤트,4.62
690,방주교회,랜드마크,건축물 신성한 & 종교적인 장소,4.53
691,강화씨사이드리조트,즐길거리 / 게임,놀이기구 / 액티비티,4.7
692,이순신 광장,자연 / 공원,공원,4.44
693,서해 수호관,박물관,전문 박물관,4.83
694,완산공원,자연 / 공원,공원,4.65
695,용눈이오름,자연 / 공원,화산,4.87
696,명동 성당,랜드마크,신성한 & 종교적인 장소 교회 & 성당,4.64
697,익산미륵사지,랜드마크,신성한 & 종교적인 장소,4.46
698,수도사,랜드마크,역사적인 장소 신성한 & 종교적인 장소,4.5
699,안성 남사당공연장,콘서트 & 쇼,극장,4.5
700,죽도봉공원,콘서트 & 쇼,공원,4.625
701,명성황후 생가,콘서트 & 쇼,"역사적인 장소, 건축물",4.5
702,평강식물원,콘서트 & 쇼,공원,4.5
703,영산포 홍어거리,콘서트 & 쇼,"인근 지역, 즐길거리 & 랜드마크",4.5
704,수태골,콘서트 & 쇼,계곡,4.583333333333333
705,부천 원미공원,콘서트 & 쇼,공원,4.666666666666667
706,평화의 소녀상,콘서트 & 쇼,기념비 및 동상,4.75
707,플레이아쿠아리움 부천,콘서트 & 쇼,"동물원, 수족관",3.5
708,대구 경찰역사체험관,콘서트 & 쇼,"전문 박물관, 역사박물관",4.333333333333333
709,탑정호,콘서트 & 쇼,"물길, 경관이 좋은 산책로",4.5
710,순천 웃장,콘서트 & 쇼,농산물 직거래 장터,4.666666666666667
711,덕풍 계곡 마을,콘서트 & 쇼,계곡,4.714285714285714
712,9.81 파크,콘서트 & 쇼,테마 파크,4.666666666666667
713,무창포타워,콘서트 & 쇼,"즐길거리 & 랜드마크, 전망대 & 타워",4.75
714,모래 시계 공원,콘서트 & 쇼,공원,4.310344827586207
715,간월,콘서트 & 쇼,신성한 & 종교적인 장소,4.611111111111111
716,도담삼봉,콘서트 & 쇼,산,4.337837837837838
717,세계자동차제주박물관,콘서트 & 쇼,전문 박물관,4.6506849315068495
718,초량 전통시장,콘서트 & 쇼,벼룩시장 & 재래시장,4.3076923076923075
719,텍사스 거리,콘서트 & 쇼,"인근 지역, 즐길거리 & 랜드마크, 경관이 좋은 산책로",3.8846153846153846
720,고척스카이돔,콘서트 & 쇼,아레나 & 경기장,4.557971014492754
721,부산커피박물관,콘서트 & 쇼,전문 박물관,4.785714285714286
722,대구약령시한방문화축제,콘서트 & 쇼,문화 이벤트,4.461538461538462
723,영월 장릉,콘서트 & 쇼,역사적인 장소,4.733333333333333
724,여수 해양 레일바이크,콘서트 & 쇼,바이크 트레일,4.483870967741935
725,정물오름,콘서트 & 쇼,"하이킹 트레일, 산림, 화산",5.0
726,감악산,콘서트 & 쇼,산,4.5
727,월류봉,자연 / 공원,산,5.0
728,금산사,자연 / 공원,신성한 & 종교적인 장소,4.75
729,고령 대가야유적지,자연 / 공원,고대 유적,4.7272727272727275
730,서울식물원,자연 / 공원,가든,4.685185185185185
731,용천사 (함평),자연 / 공원,"역사적인 장소, 신성한 & 종교적인 장소, 경관이 좋은 산책로",4.5
732,남해보물섬전망대 & 스카이워크,자연 / 공원,전망대 & 타워,5.0
733,의야지바람정보화마을,자연 / 공원,"관광센터, 즐길거리 & 랜드마크",4.5
734,경북대학교 자연사박물관,자연 / 공원,자연사 박물관,5.0
735,한독의약박물관,자연 / 공원,전문 박물관,5.0
736,제주요 도자기 문화 박물관,자연 / 공원,전문 박물관,4.75
737,가평사계절썰매장,자연 / 공원,크로스컨트리 스키장,5.0
738,무심갤러리,자연 / 공원,아트갤러리,4.833333333333333
739,파라다이스카지노 인천국제공항점,자연 / 공원,카지노,3.875
740,탑사,자연 / 공원,신성한 & 종교적인 장소,4.84
741,제주도립 김창열 미술관,자연 / 공원,아트뮤지엄,4.75
742,서상돈고택,자연 / 공원,"전문 박물관, 역사적인 장소",4.611111111111111
743,정선아리랑시장,자연 / 공원,벼룩시장 & 재래시장,4.629032258064516
744,구리 타워,자연 / 공원,전망대 & 타워,4.34375
745,김해 가야테마파크,자연 / 공원,테마 파크,4.416666666666667
746,Gift_accessory #,자연 / 공원,앤티크샵,5.0
747,두륜산 도립공원,자연 / 공원,공원,4.615384615384615
748,평화의 소녀상,자연 / 공원,기념비 및 동상,5.0
749,남양주 홍릉과 유릉,자연 / 공원,역사적인 장소,4.529411764705882
750,대구근대역사관,자연 / 공원,역사박물관,4.461538461538462
751,강암 서예관,자연 / 공원,즐길거리 & 랜드마크,5.0
752,평화의 소녀상,자연 / 공원,기념비 및 동상,4.875
753,청계산,자연 / 공원,산,4.526315789473684
754,원마운트 워터 파크,워터파크 & 놀이공원,워터파크,4.358585858585859
755,관음사탐방로,워터파크 & 놀이공원,"즐길거리 & 랜드마크, 경관이 좋은 산책로",5.0
756,평화의 소녀상,워터파크 & 놀이공원,기념비 및 동상,5.0
757,호텔인터불고대구카지노,워터파크 & 놀이공원,카지노,4.214285714285714
758,한국이민사박물관,워터파크 & 놀이공원,전문 박물관,4.4
759,인천어린이박물관,워터파크 & 놀이공원,어린이 박물관,4.611111111111111
760,설성공원,워터파크 & 놀이공원,공원,4.5
761,망원시장,워터파크 & 놀이공원,벼룩시장 & 재래시장,4.569444444444445
762,평화의 소녀상,워터파크 & 놀이공원,기념비 및 동상,4.7
763,협재굴 - 한림공원,워터파크 & 놀이공원,동굴,4.75
764,관문시장,워터파크 & 놀이공원,벼룩시장 & 재래시장,4.5
765,어승생악,워터파크 & 놀이공원,하이킹 트레일,4.5
766,용인농촌테마파크,워터파크 & 놀이공원,테마 파크,4.611111111111111
